Wavelength(nm),Intensity
958.17,5072.84
958.342,5029.52
958.513,5005.11
958.685,5011.52
958.856,5006.85
959.028,4965.01
959.199,4974.72
959.37,4917.6
959.542,4959.73
959.713,4903.65
959.884,4961.06
960.056,4904.27
960.227,4959.03
960.398,4845.35
960.57,4869.31
960.741,4825.67
960.912,4870.83
961.083,4789.07
961.254,4794.66
961.426,4738.57
961.597,4766.79
961.768,4712.07
961.939,4719.4
962.11,4669.2
962.281,4695.21
962.452,4639.14
962.623,4630.25
962.794,4592.67
962.965,4657.2
963.136,4593.82
963.307,4555.03
963.478,4540.04
963.649,4537.7
963.82,4496.81
963.991,4479.42
964.162,4451.38
964.333,4455.31
964.504,4413.0
964.675,4413.78
964.845,4380.99
965.016,4428.85
965.187,4304.19
965.358,4375.65
965.529,4370.71
965.699,4308.76
965.87,4321.68
966.041,4304.6
966.211,4278.1
966.382,4282.69
966.553,4192.6
966.723,4267.15
966.894,4176.56
967.065,4245.36
967.235,4152.64
967.406,4169.72
967.576,4121.49
967.747,4134.48
967.917,4075.37
968.088,4110.31
968.258,4028.17
968.429,4054.61
968.599,4001.5
968.769,4016.04
968.94,3970.27
969.11,3955.28
969.281,3904.06
969.451,3923.01
969.621,3880.67
969.792,3926.32
969.962,3827.55
970.132,3842.93
970.302,3783.8
970.473,3801.23
970.643,3754.83
970.813,3763.65
970.983,3708.75
971.153,3743.54
971.324,3705.57
971.494,3681.49
971.664,3642.33
971.834,3682.96
972.004,3600.29
972.174,3613.17
972.344,3571.53
972.514,3572.37
972.684,3536.41
972.854,3551.65
973.024,3489.02
973.194,3520.7
973.364,3473.17
973.534,3495.29
973.704,3426.66
973.874,3459.41
974.043,3411.69
974.213,3428.22
974.383,3373.06
974.553,3380.56
974.723,3351.42
974.893,3358.44
975.062,3309.9
975.232,3364.26
975.402,3288.87
975.571,3325.12
975.741,3277.18
975.911,3294.83
976.08,3237.14
976.25,3269.05
976.42,3217.64
976.589,3244.27
976.759,3212.05
976.928,3209.76
977.098,3172.2
977.267,3156.86
977.437,3155.06
977.606,3137.98
977.776,3098.6
977.945,3129.23
978.115,3066.73
978.284,3080.98
978.454,3088.48
978.623,3076.05
978.792,3016.43
978.962,3042.99
979.131,3022.92
979.3,3014.16
979.47,2994.95
979.639,3028.39
979.808,2952.8
979.977,2989.89
980.147,2934.64
980.316,2945.28
980.485,2898.1
980.654,2921.32
980.823,2893.29
980.992,2889.05
981.162,2873.52
981.331,2860.58
981.5,2846.41
981.669,2869.92
981.838,2809.83
982.007,2804.73
982.176,2792.04
982.345,2776.08
982.514,2727.52
982.683,2764.61
982.852,2719.58
983.021,2722.12
983.19,2700.45
983.358,2713.8
983.527,2656.64
983.696,2669.65
983.865,2639.22
984.034,2664.82
984.203,2635.06
984.371,2635.8
984.54,2587.57
984.709,2600.94
984.878,2569.73
985.046,2561.17
985.215,2533.87
985.384,2559.22
985.552,2486.7
985.721,2518.04
985.889,2472.41
986.058,2461.33
986.227,2460.33
986.395,2443.76
986.564,2419.55
986.732,2404.83
986.901,2367.53
987.069,2413.37
987.238,2399.26
987.406,2376.03
987.575,2359.81
987.743,2364.42
987.911,2338.37
988.08,2341.54
988.248,2289.46
988.416,2310.64
988.585,2274.47
988.753,2293.7
988.921,2269.43
989.09,2258.76
989.258,2249.02
989.426,2259.46
989.594,2222.68
989.763,2232.3
989.931,2195.18
990.099,2220.67
990.267,2185.18
990.435,2198.12
990.603,2177.23
990.771,2176.93
990.939,2153.48
991.107,2179.77
991.275,2123.58
991.443,2151.16
991.611,2116.66
991.779,2124.87
991.947,2093.19
992.115,2107.42
992.283,2077.52
992.451,2071.76
992.619,2059.31
992.787,2072.21
992.955,2031.13
993.123,2037.17
993.29,2021.3
993.458,2023.06
993.626,1974.22
993.794,1994.33
993.962,1971.0
994.129,1990.77
994.297,1939.71
994.465,1970.31
994.632,1932.77
994.8,1935.08
994.968,1916.47
995.135,1923.35
995.303,1884.95
995.47,1884.03
995.638,1877.21
995.806,1865.94
995.973,1853.59
996.141,1853.02
996.308,1822.49
996.476,1822.44
996.643,1796.62
996.81,1822.85
996.978,1784.56
997.145,1796.03
997.313,1752.98
997.48,1765.98
997.647,1761.91
997.815,1769.69
997.982,1728.87
998.149,1742.06
998.317,1723.67
998.484,1721.42
998.651,1690.45
998.818,1736.27
998.986,1676.79
999.153,1706.1
999.32,1678.82
999.487,1691.72
999.654,1672.66
999.821,1674.68
999.988,1649.37
1000.155,1632.39
1000.323,1641.22
1000.49,1656.97
1000.657,1622.21
1000.824,1633.46
1000.991,1626.84
1001.158,1632.27
1001.324,1589.18
1001.491,1613.74
1001.658,1587.32
1001.825,1624.51
1001.992,1582.79
1002.159,1600.85
1002.326,1557.85
1002.493,1587.85
1002.659,1554.65
1002.826,1579.37
1002.993,1541.28
1003.16,1563.29
1003.326,1533.82
1003.493,1555.66
1003.66,1528.66
1003.827,1533.01
1003.993,1504.15
1004.16,1522.95
1004.326,1487.32
1004.493,1499.44
1004.66,1491.41
1004.826,1478.32
1004.993,1464.79
1005.159,1464.97
1005.326,1436.67
1005.492,1444.72
1005.659,1412.61
1005.825,1419.4
1005.992,1404.66
1006.158,1397.25
1006.325,1378.24
1006.491,1374.49
1006.657,1359.97
1006.824,1368.96
1006.99,1338.26
1007.156,1361.02
1007.323,1335.95
1007.489,1331.14
1007.655,1303.0
1007.821,1311.7
1007.988,1288.11
1008.154,1298.9
1008.32,1275.66
1008.486,1285.79
1008.652,1263.47
1008.818,1261.18
1008.985,1238.57
1009.151,1246.49
1009.317,1243.16
1009.483,1240.76
1009.649,1216.76
1009.815,1234.12
1009.981,1203.79
1010.147,1223.93
1010.313,1196.24
1010.479,1200.74
1010.645,1192.37
1010.811,1207.42
1010.976,1166.69
1011.142,1182.39
1011.308,1166.01
1011.474,1178.77
1011.64,1151.45
1011.806,1163.08
1011.971,1147.52
1012.137,1147.95
1012.303,1129.47
1012.469,1131.75
1012.634,1119.83
1012.8,1120.05
1012.966,1110.84
1013.131,1115.67
1013.297,1080.53
1013.463,1096.93
1013.628,1083.48
1013.794,1087.2
1013.959,1060.05
1014.125,1075.28
1014.291,1044.93
1014.456,1061.64
1014.622,1031.05
1014.787,1045.04
1014.952,1020.89
1015.118,1023.39
1015.283,1004.47
1015.449,1012.27
1015.614,999.14
1015.779,995.74
1015.945,976.72
1016.11,990.6
1016.275,967.62
1016.441,973.91
1016.606,967.01
1016.771,973.21
1016.937,946.67
1017.102,967.95
1017.267,938.5
1017.432,948.27
1017.597,926.46
1017.762,949.19
1017.928,934.08
1018.093,931.29
1018.258,916.16
1018.423,929.94
1018.588,900.26
1018.753,920.79
1018.918,899.57
1019.083,911.86
1019.248,890.43
1019.413,901.86
1019.578,879.19
1019.743,892.09
1019.908,863.77
1020.073,877.61
1020.237,858.2
1020.402,860.29
1020.567,841.69
1020.732,851.34
1020.897,832.58
1021.062,836.25
1021.226,812.55
1021.391,835.06
1021.556,804.67
1021.72,809.89
1021.885,802.97
1022.05,812.26
1022.214,707.2
1022.379,800.24
1022.544,771.41
1022.708,772.14
1022.873,768.81
1023.037,761.17
1023.202,754.78
1023.366,757.52
1023.531,731.7
1023.695,732.13
1023.86,725.63
1024.024,713.37
1024.189,703.05
1024.353,697.5
1024.518,688.65
1024.682,699.87
1024.846,678.96
1025.011,676.16
1025.175,663.56
1025.339,675.19
1025.504,654.86
1025.668,653.51
1025.832,649.43
1025.996,641.85
1026.161,627.95
1026.325,623.95
1026.489,618.79
1026.653,619.3
1026.817,602.04
1026.981,605.36
1027.145,594.4
1027.309,596.16
1027.474,579.76
1027.638,581.05
1027.802,568.29
1027.966,572.75
1028.13,563.72
1028.294,562.66
1028.458,549.8
1028.621,556.35
1028.785,545.6
1028.949,544.64
1029.113,541.05
1029.277,534.85
1029.441,519.79
1029.605,530.85
1029.768,506.87
1029.932,514.98
1030.096,496.06
1030.26,511.34
1030.423,487.74
1030.587,494.46
1030.751,487.09
1030.915,492.68
1031.078,481.21
1031.242,477.4
1031.405,472.65
1031.569,471.03
1031.733,456.86
1031.896,469.95
1032.06,450.78
1032.223,451.55
1032.387,447.15
1032.55,446.68
1032.714,437.57
1032.877,437.75
1033.041,430.13
1033.204,427.33
1033.367,418.81
1033.531,432.45
1033.694,413.87
1033.858,415.92
1034.021,405.21
1034.184,408.98
1034.347,394.27
1034.511,395.73
1034.674,384.73
1034.837,389.26
1035.0,378.14
1035.164,393.23
1035.327,375.41
1035.49,378.59
1035.653,367.2
1035.816,366.15
1035.979,347.07
1036.142,366.95
1036.305,351.22
1036.468,352.62
1036.631,350.34
1036.794,349.96
1036.957,336.97
1037.12,340.0
1037.283,348.38
1037.446,340.86
1037.609,331.75
1037.772,331.11
1037.935,318.38
1038.098,328.57
1038.261,320.87
1038.424,322.68
1038.586,314.91
1038.749,321.28
1038.912,305.7
1039.075,321.35
1039.237,308.5
1039.4,313.83
1039.563,294.17
1039.725,309.71
1039.888,300.97
1040.051,300.66
1040.213,299.37
1040.376,299.96
1040.539,288.84
1040.701,307.05
1040.864,276.74
1041.026,291.73
1041.189,272.87
1041.351,289.56
1041.514,271.8
1041.676,280.0
1041.838,271.5
1042.001,288.84
1042.163,257.43
1042.326,267.73
1042.488,257.31
1042.65,261.26
1042.813,251.35
1042.975,249.81
1043.137,243.44
1043.3,252.82
1043.462,243.85
1043.624,246.04
1043.786,240.14
1043.948,238.65
1044.111,229.13
1044.273,238.5
1044.435,227.3
1044.597,233.34
1044.759,215.01
1044.921,229.66
1045.083,221.49
